id,text
1317,i need to know where i can withdraw money.
1318,can you tell me my code to get into the app?
1319,i am not able to do contactless.
1320,why does a cash withdrawal show as pending?
1321,is there an age limit?
1322,how do i get the contactless feature to work for my card?
1323,my transaction from earlier needs to be reversed.
1324,i'm travelling abroad but i've run into a situation where i need to change my pin immediately. can i do this from here?
1325,"somebody has stolen my card, i need help please."
1326,i made a mistake and need to cancel a transaction
1327,could you please tell me why my purchases from this morning say payment is pending?
1328,i've tried completing a very standard transfer and have already attempted it 5 times. what's going on here? is there a problem with your system?
1329,please let me know how to change my pin?
1330,do you offer a discount on multiple currency exchanges?
1331,can someone help with my passcode?
1332,i cannot seem to activate card
1333,how old do my kids have to be use this?
1334,what atms can i withdraw money from?
1335,my card is lost!  please help me!
1336,what's the deal with no cryptocurrency on your app?
1337,tell me how to go about activating my new card?
1338,my transfer failed to process correctly. is there a reason this would happen?
1339,is there a mastercard atm nearby?
1340,what are the age limits for your service?
1341,can i make a contactless payments?
1342,i need to renew a card that's about to expire
1343,do exchanges cost more?
1344,my daughter needs an acount.
1345,my card is expiring so how fast can i get a new one and how much will it be?
1346,"i needed cash today, so i used another provider's atm, and when i attempted to withdraw, it declined. i just checked it out and i'm still showing my account with that amount pending! i didn't take any money out, it was declined, so i don't want that to be processed as a withdrawal."
1347,my purchases from this morning still have pending payments.
1348,"since i need to exchange currencies frequently, would you be able to offer me a discount?"
1349,which atm's can i use to make a withdrawal?
1350,is it possible to get a new card in china?
1351,somehow i am missing my card.  what should i do?
1352,please cancel the latest atm charge on my card as my card was declined earlier today and i did not receive that cash.
1353,someone took my card without my permission.
1354,i couldn't make a transfer to a beneficiary!
1355,"the transfer keeps rejected, i tried to transfer some money to friends but it keeps getting rejected for some reason, would you please check the issue?"
1356,"i have waited 15 days, but my payment still hasn't cleared."
1357,the expiration date on my card is coming up
1358,my card payment is showing pending.
1359,how can i switch on my new card?
1360,will i be charged an extra fee if i need to exchange currency?
1361,i think that somebody is utilizing my card without my authorization!
1362,do you offer account's for minors?
1363,i want to change my pin - do i need to be in a bank?
1364,tell me what atms allow me to change my pin.
1365,can i change my card pin?
1366,where can i find an atm to use this card?
1367,what is the process when my card is due to expire?
1368,from where can i withdraw?
1369,a mortgage payment i'm making is giving me an error message.  this is the first time i'm making this payment and want to know what's wrong.
1370,how long will it take for my cash withdrawal to no longer show as pending?
1371,how much does currency exchange cost?
1372,i lost my passcode.
1373,why is a payment showing up on my card as pending?
1374,i need assistance activating my card?
1375,can you tell me why my transfer failed?
1376,"when my card expires soon, how fast is the replacement card sent and what are the costs?"
1377,for some reason i am unable to preform a transfer to a beneficiary.
1378,my transaction needs to be canceled.
1379,i tried to make a transfer and it didn't work.
1380,"i have the cash already, my account still shows up as pending.  how can my account be still pending?"
1381,i think my card is lost.  what do i do?
1382,i used the wrong account.
1383,what does it mean if my cash withdrawal does not show up properly?
1384,i just realized i made the wrong transaction yesterday. would  you please make it correct?i need it by tomorrow please.
1385,help me activate my new card.
1386,i attemped a transfer and it didn't go through.
1387,i need to activate my card.
1388,my atm withdraw is stillpending
1389,"hello. i have a transaction in my account listed as pending. i tried to use an atm at the city centre, but the machine declined my card, and i did not receive the money. why is the transaction still pending if i did not receive the money."
1390,need help with a stolen card.
1391,i have kids and i'm curious at what age could they start to use your service.
1392,i sees some suspicious spending on my credit card that i don't recall i had made. what should i do?
1393,i want to change my pin number from an atm. is this possible?
1394,in what atm can i change my pin?
1395,i'm expecting to see a cash withdrawal but i'm still waiting.
1396,can i use my card at any atms?
1397,"hi,  one of payment is still coming as pending for which i have already paid by card. i guess it did not processed, could you please check and update me."
1398,what are your currency exchange fees?
1399,what does it mean if my cash withdrawal is pending?
1400,i couldn't do a transfer to an account
1401,how old does my kids need to be to open an account?
1402,i believe that someone is using my card without my knowledge!
1403,how old do you need to be to have an account?
1404,how to get a new card in china
1405,why isn't my beneficiary allowed?
1406,"the transfer keeps failing - i tried to transfer some money to friends this morning but it keeps getting rejected for some reason, i have no idea why"
1407,do all atms accept this card?
1408,"hi, i made a transfer yesterday that i need to reverse.  i need to put the money in a different account."
1409,is there any reason my cash withdrawal still shows as pending?
1410,how long will a cash withdrawal be pending?
1411,i tried activation my card and it didn't employment
1412,my card needs to be activated asap
1413,how do i reset the passcode?
1414,what does it mean if it says that my payment is pending?
1415,i couldn't make a transfer
1416,i want to open an account for my children
1417,my card is about to expire. what do i need to do to keep using my card?
1418,why is my atm withdrawal still pending?
1419,my contactless payments don't work.
1420,do you know why my contactless won't work?
1421,"i withdrew cash from an atm earlier but it shows up as pending in the app. how can this still be pending, i received the cash already?"
1422,could i open an account for children?
1423,"hey i tried to get some money out earlier but the machine didn't work. now just saw the transaction still seems in progress! can you please check what's going there, seems something is broken, i don't want to be charged for money that i haven't actually received!"
1424,why can't my beneficiary access my account?
1425,"hi, i am on vacation in spain and someone stole my bag with my phone and wallet with cards and everything. can you block it asap and then i want to order a new one also asap."
1426,can i reset the passcode?
1427,please tell me which cash machines will allow me to change my pin.
1428,can i change my pin at a cash machine?
1429,i am seeing pending from the card payment i made.
1430,where should i withdraw money from?
1431,"i have a card that expires in the coming month, do i have to specifically ask for the updated card?"
1432,i believe that my transfer hasn't gone through.
1433,tell me how to renew my new card?
1434,what happens when my card expires?
1435,why hasn't my withdrawal shown on my statement?
1436,i seem to have lost my card.
1437,why is my withdrawl to cash still pending?
1438,i've been trying to make a transfer and it doesn't seem to be working. (5 times) what is wrong with your system?
1439,can i change my pin without being physically present?
1440,i don't remember my password
1441,"hi, i am interested buying crypto currency but unable to purchase it through the application. i do want to do the exchange, could you please let me know what is the problem?"
1442,it's been a few days since i've tried to pay a seller but the funds aren't going through. what is happening?
1443,why did my transfer not go through?
1444,what is your age limit?
1445,i don't know the code for the app.
1446,do you have any accounts for children ?
1447,why is my cash still pending that i put in atm?
1448,do i need to pay more for exchanging currencies?
1449,should i order a new card before i freeze my original one?
1450,i have a new card and i want to activate it
1451,do you have to order a new card before your current card expires?
1452,can i get a new card with new expiration date in china?
1453,i would like my card activated.
1454,what is the charge for exchanging currency?
1455,i am still waiting for a cash withdrawal to show
1456,"hi, i tried to withdraw some money from an atm and the machine was broken.  it says that the transaction is still in progress.  can you double check to see what's happening? i don't want to be charged since i was not able to withdraw the money."
1457,what are the reasons that my mortgage payment won't go through? i'm getting an error and don't know how to correct to get this transfer to go through.
1458,why can i not do a transfer to a beneficiary?
1459,"if i exchange currency frequently, can i get a discounted rate?"
1460,my contactless is non-functional.
1461,why is my purchase showing as pending?
1462,why isn't my transfer not going through? i keep getting an error message.
1463,i submitted a transaction to the incorrect account.
1464,is there an extra fee to exchange currencies?
1465,why can't i transfer money to a beneficiery?
1466,"atms, which ones will accept this card?"
1467,can you provide information for freezing my card immediately?
1468,i got a message that my transfer is not possible.  what is happening?  i need this to go through please.
1469,how many days does a regular transaction take to complete?  i see a pending payment that hasn't changed in the last several days.
1470,my card is about to expire. how do i get a new one?
1471,i believe my credit card was stolen.
1472,"my transfer did not work, what was the reason?"
1473,"the transfer keeps failing , i tried to transfer some money to friends this morning but it keeps getting rejected for some reason, would you please check the issue ?"
1474,i want to go back on what i did this morning
1475,i did a card payment but its status is still coming as pending. please check and inform when it would complete.
1476,my attempted transfer failed.
1477,i transferred the wrong amount and would like to cancel the transaction.
1478,my transfer failed.  help!
1479,someone is using my account
1480,there is unusual activity on my account and i believe someone took my card.
1481,why is my atm cash withdrawal showing up as a pending transaction?
1482,"i made a mistake when making my last transfer, please cancel before it goes thru."
1483,is there a frequent currency discount?
1484,what is required documents for new card process ?
1485,my passcode doesn't work
1486,i need more assistance with how to activate my card.
1487,how long does it actually take for a card payment to go through? there's one stuck since a couple days already that doesn't seem to move
1488,my card has been lost! help!
1489,can i open an account for a child?
1490,do i have to pay for exchanging currencies?
1491,i'm in china and really need a new card.
1492,what can i do if i lost my card?
1493,am i allowed to get an account for my daughter?
1494,what is the rate for exchange fees?
1495,not sure what my password is.
1496,i have been travelling overseas and i need to change my pin. can you tell me how this is done?
1497,"i made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?"
1498,"who do i talk to, to cancel a transfer?"
1499,i have my card now how do i activate it?
1500,why didn't my transfer go through?
1501,questionable transactions on my account.
1502,i have forgotten my password.
1503,my card expires soon
1504,my account shows up as pending after i received cash from the atm earlier.  how can this be still pending? i've got the cash already.
1505,i would like to better understand why my pass-code is not working.
1506,who do i call to activate my new card?
1507,how do i verify my new card?
1508,please help me cancel a transaction.
1509,how long before i can see that my cash withdrawal has taken place?
1510,what is the exchange fee that is charged?
1511,what information do i need to gather in order to activate my card?
1512,which atms accept this circuit board ?
1513,my beneficiary is unable to transact
1514,i've attempted to do a very standard transfer and have tried 5 times at this point. can you tell me what the issue is? is the system down?
1515,my card is about to expire.  where do i get a new one.
1516,there are charges on my card that i haven't purchased.
1517,"my transfer was wrong, are you able to stop it before it goes through please?"
1518,help!  my card is stolen.
1519,which atms accept this placard ?
1520,my payment is in the app but hasn't gone through yet
1521,can you please assist me in completing a transfer? i'm trying and i keep getting an error. i'm trying to purchase a flat and pay the initial mortgage payment. all i keep getting is an error. can you find out what's happening here?
1522,are there any express fees if i want my new card faster?
1523,can i transfer money to a beneficiery?
1524,are there age requirements
1525,what is happening?  i have tried to transfer money 5x already.  is the system down?  this shouldnt be happening as this is a basic transfer.
1526,my transfer failed to a beneficiary
1527,"i am unable to activate my card, it won't let me."
1528,does it cost anything and how long would it take to get a card if i need a new one? my card is about to expire.
1529,what should i do if i think someone is using my card.
1530,"i can't freeze my account as i need the card as i am traveling, how do i change my pin?"
1531,what do i do when i get close to the expiration date of my card?
1532,"i got cash from an atm earlier but it shows up as pending in the app. how can this still be pending, i already received the cash?"
1533,want to get a new card in china
1534,i have transactions that i don't recognize - i think someone is using my card.
1535,does it cost extra to exchange currencies?
1536,when are you going to activate my card?
1537,my card activation is failing.
1538,why is my card payment still pending?
1539,cancelling a transaction
1540,why did my transfer not work?
1541,why can't i buy cryptocurrency on the app?
1542,can you please help me with this exchange?  i am trying to get crypto and the app won't let me.
1543,what steps do i have to take to activate my card?
1544,could you assist me in finding my lost card?
1545,"i would like an account for my children, how do i go about doing this?"
1546,"when i attempted to make a transfer, it failed."
1547,at what age can my children use your service?
1548,"i think someone saw my pin and i am on vacation in spain, can i change it locally at an atm?"
1549,why was i unable to finish this transfer?
1550,"i'm in austria right now, but i really need to change my pin right now. can i do this even though i'm in another country?"
1551,what does pending mean on a cash withdrawal?
1552,my morning transaction needs to be canceled.
1553,i want a new pin please.
1554,"i want to reset my passcode, how can i do that?"
1555,"my card was lost on vacation, i don't know where it is. can you help me take care of this immediately?"
1556,"if i am in china, can i still order a new card and if so, how?"
1557,i just realized i made the wrong transaction  yesterday. would  you please make it correct?i need it by tomorrow.
1558,my card was stolen
1559,i can't recall my passcode and need to reset it.
1560,what do i need to do to correct this failed transfer?
1561,how much do i have to pay to accept an international transfer?
1562,why is the payment showing as pending from things i bought this morning?
1563,what's the exchange fee?
1564,"i just got my new card, how do i activate it?"
1565,how long will it take to activate my new card?
1566,how old does one have to be to have an account with the bank?
1567,"i couldn't use my contactless this morning, it wasn't accepted."
1568,can i pick a new pin?
1569,how do i open an account for my children?
1570,"i am trying to make a transfer and am unsuccessful, can you please tell me why?"
1571,"i lost my card, what do i do now?"
1572,i couldnt transfer money from my account.
1573,how do i reset my passcode?
1574,how do i activate my new card i just got?
1575,i took out some cash from the atm but it is still showing the transaction is pending.
1576,what is the minimum age limit?
1577,i couldn't transfer money to a beneficiery
1578,how do i go about ordering a new bank card?
1579,it's not letting me transfer money to my beneficiery.
1580,i need urgent help. i realize i sent my payment to the wrong account number. i made a typo. please cancel the transfer immediately. i cannot do anything from the app.
1581,do you have an age limit?
1582,someone might be using my card.  what should i do?
1583,"your card pin can be changed at any visa or mastercard atm with pin services, excluding countries such as belgium, luxembourg, austria, germany, spain, and france."
1584,i purchases several items today. why are they still showing pending?
1585,"i made a mistake and did a transaction to a wrong account, can i cancel?"
1586,help my activate my card.
1587,i made a cash withdrawal at an atm but it still says pending in my account.
1588,how can i set a new pin.
1589,can you let me know why my cash withdrawal is still pending?
1590,is there an age limit for opening an account?
1591,my card payment has had the status of pending forever. what is the issue? it should have gone through at some point.
1592,why was i not able to complete a transfer?
1593,i'd like to cancel a transfer
1594,why has my payment not transferred?
1595,when will my card payment be done pending?
1596,someone stole my card!
1597,the nfc payment wouldn't work on the bus today. help?
1598,"disaster, i've totally forgotten my passcode, can you help me?"
1599,do i need to order a new card if mine is expiring?
1600,what do i do if i can't access my passcode?
1601,how old do i have to be to open an account?
1602,"my new card just arrived, how can i activate it?"
1603,is it possible to have a discount for exchanging currency frequently?
1604,my account says i have money but i withdrew it in cash.
1605,why is there a pending transaction on my card?
1606,i forgot my code to get into the app.
1607,i think my card has been compromised in some way.
1608,what are age requirements for opening an account?
1609,my transfer is failing when i try to do it.
1610,please help me.  i don't know my code to get into the app.
1611,could you please freeze my card immediately?
1612,we want to start a college fund for my daughter.
1613,"someone has my card number, freeze my account."
1614,i got a message that i cannot name x as a beneficiary.
1615,can i reset my password?  i don't know what it is.
1616,can i start an account for my kids?
1617,i accidentally made a transaction to the wrong account.
1618,"is there something wrong with my card payment? it's been pending a really, really long time."
1619,i got my new card. how do i activate it?
1620,can i get a new card in china?
1621,can i make an account for my daughter?
1622,when my card expires what is the cost of a replacement and how fast?
1623,why is the pending status on my cash withdrawal taking so long?
1624,can you activate my card pls
1625,it says pending status for my payment. why?
1626,my transfer did not seem to work.
1627,why are my payments not working and show pending?
1628,i cannot find my credit card.
1629,why has my card payment not yet been applied to my account?
1630,what is the age requirement?
1631,dont understand why transfer failed
1632,is there a charge for exchanging foreign currencies?
1633,can you tell me what to do to reset my passcode?
1634,how long does it take for a payment to change from pending?
1635,how can i cancel this transaction?
1636,how do i freeze my account?
1637,what steps should i take before my card expires?
1638,i could not transfer to a beneficiary
1639,i want to reverse a transaction i did this morning
1640,how young can i be to open my own account?
1641,why are my transfers not going through.  i have tried over 4 times to get it to work.  this is just a simple transfer.  is something else causing this in the system?  is it broken?
1642,i would like to cancel a transfer
1643,how can i find out why my transfer didn't go through?
1644,what are the rules for transferring to a beneficiary?
1645,"i would like to exchange currencies, but is there an extra charge to do so?"
1646,i am trying  to  transfer and  it has been  stopped why is  that
1647,i don't know my password
1648,"i used my card to make a payment a while ago and its still pending, why is it taking so long?"
1649,how can i replace an expired card?
1650,i need to exchange foreign currency will i be charged?
1651,why didn't my transfer work?
1652,i withdrew cash and dont see it reflected on the balance
1653,my transfer didn't work
1654,"i would like to activate my card to use now, can you help me?"
1655,what do i need to do to cancel a transaction?
1656,i forgot the code i need to get into the app.
1657,i bought some things in the morning but the payment shows as pending
1658,"i already made a transfer and want to cancel it, how do i do that?"
1659,i tried to transfer money and it did not work.
1660,"my card's expiration is approaching, how do i replace it."
1661,card activation is not working. what do i do?
1662,after my card expires what should i do?
1663,do you have a children account available?
1664,"i think that someone may be using my card, but i'm not sure,."
1665,what needs to be done to activate and use a card?
1666,i have a new card. how do i activate it?
1667,my card payment is showing pending however this transaction was a couple of days ago. is there a reason why it it still pending?
1668,why was my transfer stopped ?
1669,can you help my fix my contactless?
1670,how can i cancel a transfer?
1671,i forgot the passcode on my app.
1672,is there an age limit to open an account
1673,what is the charges for new card?
1674,i accidentally made a payment to a wrong account. what should i do?
1675,why did the transfer fail when i attempted to do it earlier?
1676,i need help with a lost card
1677,i made this payment days ago so why hasn't it gone through yet?
1678,i made a mistake and performed a transaction on the wrong account!
1679,after making a payment with my card it doesn't seem to have worked. it's just showing to be pending. when will this actually be going through?
1680,can you explain to me why a cash withdrawal shows up as pending?
1681,the date my card expires is coming up
1682,i need an atm right now!
1683,please help me to know the status of my card payment as its pending since a while.
1684,what is the process for activating my new card?
1685,i need you to cancel a transfer that i made.  it is the wrong account number and the app won't let me stop the transaction.  please stop it!
1686,where are the atms that accept this card?
1687,why is it taking so long for my cash withdrawal to no longer show as pending?
1688,i want to reverse my transaction from earlier
1689,there is a payment that i made that hasn't gone through yet.
1690,what atms take this card?
1691,a payment is pending
1692,transfer isn't working?
1693,i want to cancel a transfer i just made.
1694,how can i change my pin even though i'm out of the country in austria at the moment?
1695,how can i find out where my contactless works?
1696,please provide me a list of atms that accept my card.
1697,someone besides me might be using my card.
1698,my atm withdrawal is taking forever
1699,how do i report my card lost or stolen?
1700,there's been a transaction to the wrong account.
1701,i tried transferring to an account but it didn't go through. what happened?
1702,"i need you to stop the transfer i just started as soon as possible, i just realized it's not correct!"
1703,"hey, my card was declined at an atm in the city centre theatre. my account says the transaction is pending, though. i didn't get the money, though, so what does that mean?"
1704,i am trying to revert a transcation i did this morning
1705,will i have to pay extra to exchange money?
1706,i made an error in payment yesterday and i need it fixed asap because it's for my rent tomorrow.
1707,my card was stolen. what do i need to do?
1708,i think someone may be using my card.
1709,currency exchanges have any extra fees?
1710,my card is missing!  help!
1711,"if i have already completed a cash withdrawal at an atm, is it normal for it to show as a pending transaction on the app?"
1712,i made a terrible mistake when typing in my account number.  i accidently sent money to the wrong account.  i noticed the app won't allow me to void the transaction.  can someone help me with this immediately?
1713,i made a withdrawal from my account but it has not posted?
1714,when will my cash withdrawal show/
1715,i noticed my card was used in a small town that i have never been to. can you stop the card from being used more?
1716,are there any atm machines near me?
1717,can i open an account for my offspring?
1718,how do i know where i can get money withdrawn?
1719,"i received cash from the atm earlier, but this shows up as pending in the app.  i've got the cash already.  how can this be still pending?"
1720,"when i tried to transfer funds to my friend today i was unable to do so, why?"
1721,can i get money out of any machine?
1722,do you offer a discount for those who perform frequent currency exchanges?
1723,i tried to make a transfer but it failed. will you tell me why?
1724,where is the closest atm i can use?
1725,can i change my pin at an atm?
1726,how long will my atm withdrawal be pending?
1727,going to need a new card what are the fees and time it takes
1728,if my kids wanted to use your service how old would they have to be?
1729,the payment on my card shows as pending.
1730,why does my account have a pending cash withdrawal?
1731,what atm machines allow this card?
1732,how do i use contactless pay?
1733,think someone is using my card with permission
1734,instructions for activating card
1735,what caused my transfer to fail?
1736,which atms accept this card?
1737,i want to activate the card.
1738,should i reinstall the payment app?
1739,how do i get my card active?
1740,what age do i have to be?
1741,"i cant find my card, it's gone."
1742,my atm cash out is still pending
1743,how do i enable contactless pay?
1744,"yesterday, i made an incorrect payment to the wrong account for my rent payment. i need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow."
1745,"with my new card, how may i activate it?"
1746,"i got a transfer fail message, but no explanation of why-- what happened?"
1747,"i tried to take money from my card, but it didn't work. later i saw that the transaction is still in progress. what's goign on?"
1748,how long does it actually take for a card payment to go through? there's one stuck since a couple of days already that doesn't seem to move
1749,where is a atm that accepts mastercard?
1750,how old do you have to be to open an account?
1751,i made a cash withdrawal earlier and it's showing as pending.  what does that mean?
1752,i exchange my currency quite a bit.  do i get an exchange price break?
1753,is there a pay structure for currency exchanges?
1754,"i've been waiting for 3 days, why is my withdrawal still pending?"
1755,my currencies needed to be exchanged often and i was wondering if there were any discounts available for this?
1756,i have withdrawn cash from the atm but it is showing in my account as a pending transation. why is this?
1757,i tried to transfer funds to a beneficiary and was denied. can you tell me why?
1758,"always exchanging currencies, do you offer a discount?"
1759,is a transfer to a beneficiary allowed?
1760,can you tell me how to change my pin?
1761,could you please explain why i received a message that my transfer is not possible? i've never had any problems making a transfer in the past.
1762,i need help as fast as possible! i made a mistake on my most recent transfer; can you please stop it before it goes through?
1763,i believe that my card has been stolen!
1764,how do i revert a transaction?
1765,i would like to activate my card.
1766,i left my card at a restaurant and now its missing.
1767,i would like to know why a withdraw i made for some cash shows up as pending.
1768,"i travel a lot, can i get a bulk currency exchange discount?"
1769,which atm's accept my card?
1770,when will my pending payment finish?
1771,"hi,i tried to get some money out but the machine was not working .the transaction still seems in progress! can you please check what's going on.i don't want to be charged for money that i did not received."
1772,i made a payment a while ago and it is still showing as 'pending' in the account. how long will this payment take to complete?
1773,where can i have a new bank card sent to china?
1774,how might  i change my pin?
1775,how long does it take for cash withdrawals to hit my account?
1776,did  my transfer fail?
1777,i have a pending payment in my account that i paid a while back ago and it still hasnt gone through. why would it show pending for so long?
1778,do you know how to change my card pin?
1779,how can i activate my new card? i didn't recieve any information with it about how to do so.
1780,"i normally have no issues making transfers, so why am i suddenly being told it is not possible?"
1781,how do i reset my password?
1782,how can i fix my card if the contactless function didn't work this morning?
1783,what is the reason for my beneficiary to be disallowed?
1784,why couldn't i complete a transfer?
1785,how do i activate a new card?
1786,what atms can i use this card?
1787,can i change my pin abroad?
1788,"i'm locked out of my account as i can't remember my code, what do i do now?"
1789,can i get a new pin number at any atm using my card?
1790,"i was double charged, and the second charge is showing as 'pending'. how long will it be before i get my money back once the second charge has been refunded?"
1791,my bag got stolen with all my cards. can you please cancel my card and send a new one?
1792,i wanted to use my contactless at the metro today but it didn't accept it!
1793,are there any extras for exchanging currency?
1794,i have a card payment that has been pending for some time and would like to know when it is going to go through.
1795,can you please explain why my beneficiary is not allowed?
1796,looking at my account i've noticed a charge that appears to still be in progress. i had attempted to get money out of the machine earlier but the machine seemed to have been broken. i never received my money so will you please look into this for me? i don't want to be charged for money i never actually received.
1797,"if my cash withdrawal is still not showing, is something wrong?"
1798,can i change my in at all atm's?
1799,will i be charged a fee for exchanging foreign currencies?
1800,why was i unable to complete my transfer?
1801,what to do if my card has been used without my permission?
1802,what should i do if i think that someone else may be using my card.
1803,"i was trying to use contactless earlier, but it didn't work."
1804,would it be possible to activate my card?
1805,"i was wondering why my payment hasn't gone through yet, its been a while."
1806,"could i please cancel my transfer, i paid it into the wrong account. i need to pay it into the right account by tomorrow."
1807,do you charge a fee on currency exchange?
1808,can i change my pin in austria?
1809,"i couldn't transfer money to my bank, why not?"
1810,what do i do if i detect fraudulent use on my car?
1811,where do i change my pin?
1812,what are the steps to change my pin to something else?
1813,do you know when the withdrawal will show?
1814,can i get some help activating my new card?
1815,why is the cash withdrawal under pending?
1816,"my cash withdrawal says pending, why?"
1817,can i get an account for my son?
1818,hello. i'm trying to transfer some money to a friend but it keeps getting rejected. can you help me?
1819,why didn't my transfer to a beneficiary go through?
1820,is there a problem with your system being down or something? i have already tried 5 times to issue a standard transfer but i'm getting nowhere.
1821,"i didnt make these transactions, i think my card details might be stolen"
1822,explain pending transactions.
1823,why hasn't my transfer been made?
1824,help.  i have a stolen card!
1825,what am i going to need in order to activate my card?
1826,i made a payment that is not yet complete.
1827,"the expiration date on my card is very soon, and i need to get a new one.  what are the price and delivery options for my replacement card?"
1828,why is my payment pending?
1829,is it possible to cancel transactions?
1830,how long does it take to authorise a payment?
1831,activate my card
1832,how old do my kids need to be to use your service?
1833,i've lost my card. what can i do about that?
1834,do i have to go to the bank to change my pin?
1835,why does it say pending cash withdrawal on my statement?
1836,i think my card was stolen.
1837,it says 'pending payment?' why is it saying this?
1838,how old do i need to be to open an account?
1839,"i transferred my funds, why did it not go through?"
1840,my payment is taking a long time to go through.
1841,how do i change my pin while traveling?
1842,locations to withdraw money
1843,is there a reason my payment is still pending?
1844,can someone explain why i'm getting a message on my screen saying my transfer isn't possible? i've done several in the past and haven't had a single problem until now. what's going on?
1845,i lost my password
1846,my purchases from this morning are showing up as payment pending. can you tell me why?
1847,i suspect someone used my card.
1848,what do i do when my card is about to expire?
1849,can my 19 year old daughter open a savings account at the bank?
1850,are you sure when the withdrawal will show?
1851,can you help with a transfer to an account
1852,how fast can you fix an error in payment?  i made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.
1853,someone used my card without my permission.
1854,why is my card payment still a pending transaction?
1855,are you able to locate my card?
1856,"when i travel, what will it cost to switch for my currency?"
1857,what are the locations i can withdraw money
1858,i need to activate my card can you do that now?
1859,how come when i tried to pay contactless at the bus it didnt work?
1860,i have a cryptocurrency exchange that won't go through. please help me process it.
1861,help me to set up contactless payments.
1862,my password doesn't work.
1863,what is a pending cash withdrawal?
1864,i keep getting an error message when i'm trying to transfer funds! why aren't you accepting that?
1865,what steps do i have to take to change my pin?
1866,can you send me a new card and block my current one. i'm in spain and my wallet was stolen.
1867,how to get new card?
1868,why are my payments showing pending?
1869,"so much time has gone by, the pending status shouldn't still be there shouldn't it?"
1870,"my card payment is showing up as pending for a very long time, what's going on with that, it should be going through at some point?"
1871,"when my card expires, will i get a new one mailed to me?"
1872,"help, lost my card"
1873,how can i report that my card was stolen? i made a police report first.
1874,"the transactions showing up are strange, i think my card was used without me knowing."
1875,does it cost money for currency exchange services?
1876,"hi there, i've tried to make a transfer 5 different times and its not working. is your system down or something?"
1877,can my password be reset if i do not have it?
1878,is there any way to cancel a recent transfer?  i did not mean to make it and need to make sure it does not go through.
1879,my transfer didn't go through.
1880,will it cost more money if my currency needs to be exchanged?
1881,what does it mean by pending payment?
1882,help!  i forgot my password.
1883,can i use a different bank atm than my own?
1884,why is allowance not being given to my beneficiary?
1885,i made a deposit in the atm and it has not cleared
1886,my transfer didn't work! help!
1887,can i exchange money from abroad without additional costs?
1888,what is the cause of the delay in applying my card payment to my account?
1889,how can i make my contactless work for the metro?
1890,will a beneficiary not accept a transfer?
1891,am i able to open an account for my children?
1892,why is my cash withdrawal pending?
1893,is there a way to revert my transaction from this morning?
1894,how can i change my pin without going to the bank?
1895,would i be charged for exchanging currencies?
1896,could you please tell me how to activate my new card?
1897,my transfer did not go through.
1898,is there a way to revert a transaction?
1899,can i change my pin at my local bank?
1900,can i change my pin if i want to?
1901,will there be any extra fees if i exchange currencies?
1902,i tried activating my card and it didn't work
1903,what should i do if i see a withdrawal is pending?
1904,i tried to pay contactless at the bus today and it didn't work. any ideas why?
1905,"i put in a payment a while ago and it has still not cleared and is showing up as 'pending', how long does it take to clear?"
1906,which cash machines will allow me to change my pin?'
1907,how can i reset my passcode ?
1908,what should i do if i think there are unauthorized transactions?
1909,"if i order a new card, how much will it be and how long will it take me to get it?"
1910,what is the procedure for an expired card?
1911,my card was denied at an atm earlier today but the transaction is pending. please cancel it as i did not receive my money.
1912,what locations can i get money from?
1913,what's taking so long for this payment to go through?
1914,someone else may be using my card.  there are transactions i don't recognize.
1915,can you please explain why my transfer failed?
1916,what is the appropriate age for my child to be able to open an account?
1917,i can't log into my account because i lost my password
1918,how is my card payment still pending?
1919,why didnt a transfer to my account process
1920,why am i not allowed to add a certain beneficiary?
1921,who can i speak with regarding a lost card?
1922,"my new card has arrived, what's the activation procedure?"
1923,my transfer failed when i tried.
1924,why isnt my cash withdrawal showing
1925,i think my transfer failed. what do i do now?
1926,why can't i transfer money to a beneficiary
1927,how old do i need to be?
1928,what are the steps i need to take to cancel a transaction?
1929,what is the cost for currency exchanges?
1930,am suspicious of my card's security the expiration date for my card is coming up
1931,do i have to pay more for exchanges?
1932,what is the age limit for an account?
1933,"my cash withdrawal shows pending, why?"
1934,exchanging currencies costs what?
1935,where can i get money from my card?
1936,am i able to stop a transfer?
1937,"i think my card is expiring, what happens then?"
1938,my password isn't being accepted and i need to reset it.
1939,"i tried taking money from the atm but no money came out, but the transaction is still pending? how is this possible?"
1940,please cancel the transaction
1941,what is the charge for exchanging currencies?
1942,there should be a cash withdrawal that i haven't seen yet.
1943,where do i find the exchange rate?
1944,"i might be paranoid, but someone may be using my card."
1945,how long does it take for a cash withdrawal to show?
1946,how do i troubleshoot when contactless doesn't work?
1947,where can i find a mastercard atm?
1948,"i need a new card, my current card is nearly expired."
1949,"i don't think the transaction has gone through, so can i cancel a transfer?"
1950,why would my payment still show as pending?
1951,how do i order a new card? the current one is about to expire.
1952,"my card has an expiration date, will you send a new one automatically?"
1953,can i change my pin remotely?
1954,"hi, can you tell me why my transfer keeps being rejected? i've been trying to send money to my friends this morning but failed every time and i have no idea why?"
1955,can i order a new card to china?
